x,y,t,trajectory_id
6.141058431240851,6.773360567985262,0.0,0
6.804933798632253,6.850609174364071,0.10101010101010101,0
7.084047345625692,6.727647459932499,0.20202020202020202,0
7.241325375746571,6.402590575055882,0.30303030303030304,0
7.654174398215305,6.503809418765972,0.40404040404040403,0
7.860481218765589,6.326112525300625,0.5050505050505051,0
8.328043551633268,6.020277933284567,0.6060606060606061,0
8.553854056734082,5.9149076615106,0.7070707070707071,0
8.646116429849373,5.694008795499722,0.8080808080808081,0
9.024433111254472,5.594023374998569,0.9090909090909091,0
9.324319302704014,5.404704089918121,1.0101010101010102,0
9.387045235312577,5.174558746355892,1.1111111111111112,0
9.640137744072547,4.922653380008977,1.2121212121212122,0
9.584530814844287,4.931269247256185,1.3131313131313131,0
9.813032612734135,4.631412023210587,1.4141414141414141,0
9.857908970814949,4.415315545943275,1.5151515151515151,0
9.947066699552666,4.402905300598578,1.6161616161616161,0
9.846379845404408,4.128182795306512,1.7171717171717171,0
9.958609168769337,3.931101158949316,1.8181818181818181,0
9.805836888346922,3.597368469387161,1.9191919191919191,0
10.001496608057169,3.364671788881465,2.0202020202020203,0
10.023205172997876,3.1846689184051087,2.121212121212121,0
9.645885601047507,2.862902568749151,2.2222222222222223,0
9.592332392804925,2.6054995874236595,2.323232323232323,0
9.459483822025227,2.4949559788470066,2.4242424242424243,0
9.416784235408155,2.280498186426092,2.525252525252525,0
8.972590434749344,2.0918921289957977,2.6262626262626263,0
8.963704622874529,1.7670400855637896,2.727272727272727,0
8.573104090364147,1.4884243900083927,2.8282828282828283,0
8.395639161326558,1.2699258450974542,2.929292929292929,0
8.068451227138738,1.0136237421776744,3.0303030303030303,0
7.742531052744073,0.9529844567052219,3.131313131313131,0
7.606196904971942,0.516603469728667,3.2323232323232323,0
7.289951868546227,0.24152937970176167,3.3333333333333335,0
6.929174054726378,-0.08214755824601885,3.4343434343434343,0
6.475266338816476,-0.06553597930971372,3.5353535353535355,0
6.274409985632426,-0.5220302291468485,3.6363636363636362,0
5.818927544902302,-0.5496847450750868,3.7373737373737375,0
5.333250561536871,-0.9871667277516749,3.8383838383838382,0
4.7955471996292,-1.1161255192814257,3.9393939393939394,0
4.5268408643172275,-1.5783168127765455,4.040404040404041,0
4.016560891519814,-1.837691814465266,4.141414141414141,0
3.4156493645326416,-1.833229676045177,4.242424242424242,0
2.9919160303204952,-2.133229870870956,4.343434343434343,0
2.4420964303624317,-2.4737522865658668,4.444444444444445,0
1.865753818081869,-2.4759341123930096,4.545454545454545,0
1.505028565995479,-2.7907507882249725,4.646464646464646,0
1.009463087786266,-3.1769446500720435,4.747474747474747,0
0.28555122838273783,-3.3054610746717197,4.848484848484849,0
0.16586696522704267,-3.6407212026961218,4.94949494949495,0
-0.3628174121394569,-3.593179773773742,5.05050505050505,0
-1.1598698407255599,-3.7674972239520943,5.151515151515151,0
-1.6890655209224557,-4.030311216503366,5.252525252525253,0
-2.119853659287711,-4.287670654730722,5.353535353535354,0
-2.6681791356340536,-4.419149817633845,5.454545454545454,0
-3.0258184666751893,-4.669713928786655,5.555555555555555,0
-3.5768813807262863,-4.840155435217302,5.656565656565657,0
-3.7559304218579252,-5.252067188356141,5.757575757575758,0
-4.398051272566667,-5.218988342946853,5.858585858585858,0
-4.823396818691964,-5.34071784509333,5.959595959595959,0
-5.340431687430151,-5.587568361804873,6.0606060606060606,0
-5.755803202895701,-5.907503804168729,6.161616161616162,0
-6.002535091433742,-5.951151916394344,6.262626262626262,0
-6.67069570839389,-6.019896498544379,6.363636363636363,0
-7.07795036297309,-6.312839187836324,6.4646464646464645,0
-7.3385973753535385,-6.57662483080169,6.565656565656566,0
-7.546697352781372,-6.715947312256701,6.666666666666667,0
-8.046743280948776,-6.598417781310086,6.767676767676767,0
-8.25993962949993,-6.952770245684226,6.8686868686868685,0
-8.41468922434669,-7.009292837719717,6.96969696969697,0
-8.795767005244343,-7.137795417902212,7.070707070707071,0
-8.953139307891139,-7.307725905550379,7.171717171717171,0
-9.08117341636654,-7.333884599297101,7.2727272727272725,0
-9.386008269570647,-7.382558460899873,7.373737373737374,0
-9.601485393545527,-7.348877755213609,7.474747474747475,0
-9.806526650231445,-7.488992759707164,7.575757575757575,0
-9.739569124943024,-7.5738096036910445,7.6767676767676765,0
-9.914937262524054,-7.57416728656754,7.777777777777778,0
-9.957874779865472,-7.820742584964264,7.878787878787879,0
-9.761791408626069,-7.8863472430939,7.979797979797979,0
-10.11578199662596,-8.025487008538432,8.080808080808081,0
-9.91300524635339,-7.919666046272505,8.181818181818182,0
-10.013980577859328,-8.013607304085527,8.282828282828282,0
-9.99577279333772,-7.969754408335671,8.383838383838384,0
-9.784929120973517,-7.951421873551895,8.484848484848484,0
-9.59260566152882,-8.095859375384919,8.585858585858587,0
-9.575038626183556,-8.096356666657481,8.686868686868687,0
-9.248069746170977,-8.012201201900938,8.787878787878787,0
-8.960276769359384,-8.056716608036735,8.88888888888889,0
-9.043905770350438,-7.893823293059674,8.98989898989899,0
-8.730529259323555,-7.99158867261417,9.09090909090909,0
-8.454880118860771,-7.961719548504267,9.191919191919192,0
-8.114113609129644,-7.92931086857803,9.292929292929292,0
-7.905402079374487,-7.6660969726273205,9.393939393939394,0
-7.640051363203311,-7.859548973998658,9.494949494949495,0
-7.2197871916493845,-7.586618463269138,9.595959595959595,0
-6.808362503477822,-7.534260959604846,9.696969696969697,0
-6.490288222261914,-7.510435966901099,9.797979797979798,0
-6.157638577688556,-7.312815683124711,9.8989898989899,0
-5.700582036354352,-7.26547563842831,10.0,0
2.1421020541731908,7.230323907732708,0.0,1
2.647275009320702,6.938824205028415,0.10101010101010101,1
3.062716765865173,6.693628268401502,0.20202020202020202,1
3.4247284934447184,6.52716815825519,0.30303030303030304,1
3.635866645408769,6.594207166673763,0.40404040404040403,1
4.428621058969018,6.582527049736946,0.5050505050505051,1
4.694423672589038,6.2045377292628245,0.6060606060606061,1
5.3417113086281995,6.221921284044961,0.7070707070707071,1
5.727923918819146,6.024391076729722,0.8080808080808081,1
6.229526082494866,5.742466625934767,0.9090909090909091,1
6.370511869574587,5.7086202185072645,1.0101010101010102,1
6.831552761220273,5.498337439854622,1.1111111111111112,1
7.329253921522986,5.1602782217555925,1.2121212121212122,1
7.589878507105903,5.1579203966990566,1.3131313131313131,1
8.00983659405924,4.890848110097852,1.4141414141414141,1
8.210625196970652,4.6575804985613765,1.5151515151515151,1
8.546698438250507,4.6996848265732565,1.6161616161616161,1
8.713734509993486,4.178223818923625,1.7171717171717171,1
8.762865545303539,4.232453648581425,1.8181818181818181,1
9.227285905811515,3.8584156442324016,1.9191919191919191,1
9.388150683806236,3.651319527143365,2.0202020202020203,1
9.716073560143482,3.5542101517017435,2.121212121212121,1
9.767712680252846,3.3435664459523813,2.2222222222222223,1
9.852725175978627,3.1444922493641,2.323232323232323,1
10.035107536031829,2.6588731671262815,2.4242424242424243,1
9.98281842454744,2.631289025316138,2.525252525252525,1
10.048392078712816,2.321156513957866,2.6262626262626263,1
10.036867356993861,2.300275689417722,2.727272727272727,1
10.057859678382881,1.8608917547114352,2.8282828282828283,1
9.936839815912744,1.6624351965282815,2.929292929292929,1
9.949414102317913,1.5004423513127563,3.0303030303030303,1
9.924901503542642,1.3573922073876714,3.131313131313131,1
9.478412568700644,0.996602603010701,3.2323232323232323,1
9.589523900700184,0.7702063757330487,3.3333333333333335,1
9.213799880206068,0.44840884042100926,3.4343434343434343,1
8.95246367319958,0.3301565872335734,3.5353535353535355,1
8.930030121927288,0.05698052448352728,3.6363636363636362,1
8.873573102738114,-0.2625085678780113,3.7373737373737375,1
8.535566849320013,-0.32944086035669623,3.8383838383838382,1
8.131416269431204,-0.6391186128735258,3.9393939393939394,1
7.936825002384586,-1.0610021427968452,4.040404040404041,1
7.535279942904691,-1.2656749350055219,4.141414141414141,1
7.37912894864945,-1.5139531862013031,4.242424242424242,1
6.842198997807931,-1.795763079763876,4.343434343434343,1
6.495589657205557,-1.7846069126376416,4.444444444444445,1
6.163535750751893,-2.1306160718243836,4.545454545454545,1
5.863047083912335,-2.3901272908918667,4.646464646464646,1
5.5202750521272295,-2.6725874423102263,4.747474747474747,1
5.017531193811875,-2.8904657549412023,4.848484848484849,1
4.438763874759579,-3.0097438073764393,4.94949494949495,1
4.133426802393018,-3.207591881284214,5.05050505050505,1
3.713012320233391,-3.623744074246373,5.151515151515151,1
2.9356132445008547,-3.647882682573424,5.252525252525253,1
2.4381007853735923,-4.115434074307732,5.353535353535354,1
2.0997152698304866,-4.285329528691261,5.454545454545454,1
1.585479166760112,-4.422088735742971,5.555555555555555,1
1.1274659881143951,-4.595086536384546,5.656565656565657,1
0.5123803113436641,-4.717171019439894,5.757575757575758,1
0.0854530842461704,-5.005500978235163,5.858585858585858,1
-0.21915590560782594,-5.390417215251638,5.959595959595959,1
-0.933279421209193,-5.328506596299474,6.0606060606060606,1
-1.3714429410123954,-5.688383733700313,6.161616161616162,1
-2.0438413624754936,-5.695599000348648,6.262626262626262,1
-2.5522651277662747,-5.776662577523914,6.363636363636363,1
-2.86070136363793,-5.991750620547323,6.4646464646464645,1
-3.4746326818955464,-6.0771373218930815,6.565656565656566,1
-3.90944439234594,-6.2565797994893755,6.666666666666667,1
-4.527295927925886,-6.444980627725777,6.767676767676767,1
-4.7191094940536695,-6.603119570240825,6.8686868686868685,1
-5.290519982450564,-6.90077212231416,6.96969696969697,1
-5.580373585660111,-6.582117893590555,7.070707070707071,1
-6.111080668480405,-6.993581849337415,7.171717171717171,1
-6.398762083838482,-6.8408186595654765,7.2727272727272725,1
-6.847416267932979,-7.284769966141912,7.373737373737374,1
-7.130341371929751,-7.268323918211139,7.474747474747475,1
-7.446668559309483,-7.338020759684625,7.575757575757575,1
-7.8070058975856105,-7.451390415261356,7.6767676767676765,1
-8.159409079183632,-7.364773768455936,7.777777777777778,1
-8.436445137412514,-7.54951018511443,7.878787878787879,1
-8.60564156065066,-7.6223740978988435,7.979797979797979,1
-8.99011872883247,-7.704132420180625,8.080808080808081,1
-9.232011366038115,-7.873806469785385,8.181818181818182,1
-9.412240226279378,-7.730417102053446,8.282828282828282,1
-9.6022094551173,-8.054141093237632,8.383838383838384,1
-9.848787626505477,-7.9558464269469,8.484848484848484,1
-9.799336665008445,-7.946861576975652,8.585858585858587,1
-9.938014203285245,-7.989511495197061,8.686868686868687,1
-9.867214824304348,-8.149636497050505,8.787878787878787,1
-10.008391635239308,-8.042266937505355,8.88888888888889,1
-9.979061997964333,-8.048426460955605,8.98989898989899,1
-10.10282018144095,-8.028419893156855,9.09090909090909,1
-10.014884261802687,-8.341313498425295,9.191919191919192,1
-9.855607938348339,-7.778312865226096,9.292929292929292,1
-9.594409957363608,-7.827816978013716,9.393939393939394,1
-9.635216738235087,-7.80177716471763,9.494949494949495,1
-9.484328955559135,-7.950575699286031,9.595959595959595,1
-9.455119792449814,-7.83237200266585,9.696969696969697,1
-9.240692345187004,-7.666557072856307,9.797979797979798,1
-9.066017003164943,-7.506659927045286,9.8989898989899,1
-8.78815028284823,-7.4634024320999695,10.0,1
2.0818505122388995,7.30215366738259,0.0,2
2.5379936219604478,7.366392558734628,0.10101010101010101,2
2.92064941385556,7.430302276615207,0.20202020202020202,2
3.4392693584176746,7.076582284821906,0.30303030303030304,2
3.9133890867368404,6.938960037421956,0.40404040404040403,2
4.392672235902843,7.153152451424496,0.5050505050505051,2
4.709071717673387,6.545427073246667,0.6060606060606061,2
5.449030799241437,6.772755855553372,0.7070707070707071,2
5.7223591120095545,6.442379434328418,0.8080808080808081,2
5.973982368565863,6.417800686851294,0.9090909090909091,2
6.373781513912444,6.488959779839939,1.0101010101010102,2
6.892102188357106,6.165732111568905,1.1111111111111112,2
7.220606884549502,5.964087305584848,1.2121212121212122,2
7.5315248482574,5.990109631249673,1.3131313131313131,2
7.8173922562900975,5.755816186879187,1.4141414141414141,2
8.189713727307806,5.562510995584769,1.5151515151515151,2
8.39837619734295,5.202148325678448,1.6161616161616161,2
8.890598169218865,5.079126351994069,1.7171717171717171,2
